tile_width,tile_height,min_active_pixels,num_images,sparse_ms,dense_masked_ms,dense_unmasked_ms,active_tiles,active_ratio,sparse_vs_dense_masked_mean_abs_diff,sparse_vs_dense_masked_max_abs_diff,dense_masked_vs_unmasked_mean_abs_diff,dense_masked_vs_unmasked_max_abs_diff,sparse_vs_unmasked_mean_abs_diff,sparse_vs_unmasked_max_abs_diff,sparse_top1_acc,sparse_top5_acc,dense_masked_top1_acc,dense_masked_top5_acc,dense_unmasked_top1_acc,dense_unmasked_top5_acc,sparse_vs_dense_masked_pred_agreement,dense_masked_vs_unmasked_pred_agreement,sparse_vs_unmasked_pred_agreement
15,17,2,50000,9.68574199668903,2.672044430442038,1.836074781674397,95.65924,0.59787025,1.1828121367301667e-05,0.13069257140159607,0.0010146127853428635,0.999259352684021,0.0010147512023313166,0.9992997646331787,43.358,63.748,43.342,63.78,66.82,87.514,99.066,48.346,48.36
15,18,2,50000,9.718797911377187,2.7384481966373277,1.879072139882919,93.28658,0.583041125,1.1414580868086693e-05,0.1725441813468933,0.0010146127853428635,0.999259352684021,0.0010146947750735318,0.9992532730102539,43.348,63.778,43.342,63.78,66.82,87.514,99.11,48.346,48.342
16,14,2,50000,8.53217135221712,2.672910052900261,1.8251171849880483,99.95288,0.6247055,1.0880994091474002e-05,0.09547600150108337,0.0010146127853428635,0.999259352684021,0.0010146445531503815,0.9992550611495972,43.322,63.788,43.342,63.78,66.82,87.514,99.092,48.346,48.338
16,15,2,50000,9.445770761651803,2.609606859413034,1.7873126211164345,97.91148,0.61194675,1.0877549417052207e-05,0.10378268361091614,0.0010146127853428635,0.999259352684021,0.0010146275828389769,0.9992451667785645,43.354,63.762,43.342,63.78,66.82,87.514,99.09,48.346,48.364
16,16,2,50000,10.728190312707738,3.1460533785360165,2.1880088242312197,92.81804,0.63574,1.0016791922826744e-05,0.10038802027702332,0.0010146127853428635,0.999259352684021,0.0010146271095049378,0.9992408752441406,43.336,63.75,43.342,63.78,66.82,87.514,99.192,48.346,48.34
16,17,2,50000,10.394190224721097,3.0174072300812984,2.093997173821845,90.96518,0.6230491780821918,1.0401967895390935e-05,0.13045737147331238,0.0010146127853428635,0.999259352684021,0.00101463639739734,0.9992424845695496,43.33,63.784,43.342,63.78,66.82,87.514,99.122,48.346,48.342
16,18,2,50000,9.477697422542988,2.800091867874289,1.9336249348981074,88.71298,0.6076231506849314,9.567907058928129e-06,0.10570847988128662,0.0010146127853428635,0.999259352684021,0.0010146201366596312,0.9992296695709229,43.322,63.784,43.342,63.78,66.82,87.514,99.22,48.346,48.33
17,14,2,50000,8.95944093922284,2.8227735954923263,1.9450276051048423,97.4588,0.6091175,1.2239622085864102e-05,0.11212944984436035,0.0010146127853428635,0.999259352684021,0.0010147010547935846,0.9992897510528564,43.334,63.786,43.342,63.78,66.82,87.514,99.044,48.346,48.358
17,15,2,50000,10.474281878731272,2.9127903327986133,2.0144425253140796,95.49886,0.596867875,1.1943997932724368e-05,0.1355765163898468,0.0010146127853428635,0.999259352684021,0.0010147261971409013,0.9992644190788269,43.354,63.744,43.342,63.78,66.82,87.514,99.008,48.346,48.342
17,16,2,50000,10.009092784033564,2.9239396101550663,2.022551764065138,90.54786,0.6201908219178082,1.0333871564714494e-05,0.10151854157447815,0.0010146127853428635,0.999259352684021,0.0010146182484474494,0.9992652535438538,43.34,63.772,43.342,63.78,66.82,87.514,99.168,48.346,48.35
